	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36
taxon_165	0	0	0	146	0	0	0	0	0	0	0	0	0	1414	0	2087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_166	0	0	0	0	0	0	0	0	0	0	0	0	0	1668	0	0	0	530	1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_167	1554	0	0	0	0	0	0	0	0	0	0	0	0	1791	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_168	0	0	958	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	2233	0	0	0	0	0	0	0	0	0
taxon_169	0	946	469	0	0	0	1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_170	0	0	518	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2296	0	0	0	0	0	0	0	0	0
taxon_171	0	0	0	945	0	0	0	0	0	0	0	0	0	0	0	150	0	2106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	462	2488	0	0	0	0	0	0	0
taxon_173	0	0	0	0	0	1311	0	0	423	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_174	0	0	560	0	0	0	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_175	0	0	0	0	0	314	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2281	0	0	0	0	0	0	0	0	0
taxon_176	0	230	0	0	0	0	814	0	0	0	1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_177	1095	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_178	0	674	0	0	0	1305	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_179	0	0	0	0	1109	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0
taxon_180	0	0	0	0	949	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	0	0	0	0	0	0
taxon_181	0	0	0	0	0	0	0	152	1688	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_182	0	0	0	0	0	0	0	0	0	0	0	511	0	667	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	0	786	0	0	0	0	0	0	513	0	0	0	0	0	0	0	0
taxon_184	0	0	0	0	0	882	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0
taxon_185	0	0	0	0	430	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0
taxon_186	0	0	0	0	0	0	0	412	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	0	0	0	0	0	0	0	0	0
taxon_187	0	0	928	0	0	0	0	526	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_188	0	0	0	796	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_189	0	0	0	0	313	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0
taxon_190	0	0	0	0	0	0	0	0	0	0	0	436	361	0	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_191	0	814	572	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_192	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	425	0	0	0	0	0	0	0	0	0
taxon_193	0	0	449	0	665	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_194	0	0	0	0	0	0	0	0	470	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0
taxon_195	0	0	105	0	1100	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_196	0	960	0	0	0	0	0	0	215	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_197	0	0	0	199	0	0	0	0	0	0	0	0	988	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_198	0	0	196	0	0	0	0	0	0	846	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_199	0	0	0	0	0	0	0	0	0	0	0	0	282	872	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_200	0	0	199	0	622	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	260	184	0	0	0	0	0	0	0
taxon_202	0	0	304	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_203	0	0	0	0	0	0	0	0	0	0	0	422	312	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_204	0	0	0	0	0	451	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0
taxon_205	0	0	0	0	322	0	0	444	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_206	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	771	0	0	0	0	0	0	0	0
taxon_207	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	799	0	0	0	0	0	0	0	0	0
taxon_208	0	0	0	0	0	0	0	0	346	0	0	413	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_209	803	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_210	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	253	0	0	0	0	0	0	0	0	0
taxon_211	0	0	0	521	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_212	0	115	172	0	0	0	0	0	0	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_213	0	149	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0
taxon_214	0	260	0	0	0	0	0	0	0	388	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_215	0	0	0	0	351	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0
taxon_216	0	0	0	0	0	0	0	543	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
taxon_217	0	0	0	0	0	0	371	0	0	226	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_218	287	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_219	0	0	185	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0
taxon_220	0	0	0	0	239	0	0	230	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_221	194	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_222	0	0	0	0	0	173	0	272	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_223	0	0	0	0	0	0	0	0	0	0	0	150	0	0	309	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_224	175	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_225	0	0	0	0	210	0	0	0	98	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_226	0	0	182	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
taxon_227	0	0	0	0	0	19157	71866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_228	24545	0	0	0	0	0	0	0	4584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_229	0	0	0	0	0	0	26127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1878	0	0	0	0	0	0	0	0
taxon_230	0	0	0	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_231	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	24916	0	0	0	0	0	0	0	0	0	0	0	0
taxon_232	0	0	0	0	0	0	0	0	0	0	16376	0	0	0	0	0	0	0	0	0	0	0	0	6007	0	0	0	0	0	0	0	0	0	0	0	0
taxon_233	1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_234	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15696	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_235	0	0	0	0	0	4456	0	0	0	9843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_236	0	0	0	11900	0	0	0	0	0	0	0	0	0	0	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2183	0	0	0	9128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_238	0	0	0	5584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_239	0	0	0	0	0	0	0	0	0	0	0	0	0	8752	2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_240	0	0	0	0	0	0	0	0	0	9933	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_241	0	0	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8592	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_242	0	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	0	0	0	7724	0	0	0	0	0	0	0	0	0	0	0	0
taxon_243	4125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_244	0	0	0	0	0	0	0	0	0	0	0	2189	0	0	0	0	0	5515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_245	0	0	1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5656	0	0	0	0	0	0	0	0	0	0
taxon_246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3306	0	0	0	3876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_247	0	0	0	0	0	0	3459	0	0	0	3375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_248	0	0	0	0	0	6314	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_249	0	0	0	0	0	0	0	0	0	0	0	0	0	5164	0	0	0	0	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5903	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_251	0	0	0	0	0	0	0	0	0	0	0	0	0	3755	0	0	2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_252	3520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_253	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5371	0	0	0	0	0	0	0	0	0
taxon_254	0	0	0	0	0	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4401	0	0	0	0	0	0	0	0	0
taxon_255	0	0	0	0	0	1065	4456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_256	0	0	0	0	0	0	0	0	0	0	0	2131	0	0	3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_257	0	0	3879	0	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_258	0	4844	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_259	0	0	0	0	0	0	0	0	0	0	0	0	0	4055	0	0	0	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_260	0	0	0	0	0	0	0	0	0	0	0	0	4610	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_261	0	0	0	0	0	0	0	0	0	0	0	0	0	2902	0	0	0	0	1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_262	0	0	2576	0	1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_263	0	0	0	0	0	0	0	0	0	0	0	0	0	1690	2775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_264	0	0	0	0	0	0	0	0	0	0	0	0	2553	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_265	0	0	0	3878	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2506	0	0	0	1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1180	0	2981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_268	0	0	0	0	0	0	0	0	0	0	0	0	556	0	0	0	3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_269	0	2001	0	0	0	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_270	0	0	0	0	0	0	2139	0	0	1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_271	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_272	2747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_273	0	0	1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0
taxon_274	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_275	0	0	0	0	0	0	0	0	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0
taxon_276	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	3226	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_277	3008	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_278	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3002	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_279	0	1768	0	0	0	0	0	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_280	0	0	0	0	0	0	0	0	0	0	0	0	0	770	0	2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_281	0	0	0	0	2338	0	0	0	0	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_282	2497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_283	0	0	0	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_284	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683	0	0	0	0	0	0	0	0	0
taxon_285	0	0	0	0	735	0	0	0	0	0	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_286	0	0	0	0	0	0	0	0	0	0	0	0	0	873	0	0	1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_287	0	0	1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	0	0	0	0	0	0	0	0	0	0
taxon_288	0	0	0	0	0	0	776	0	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_289	0	0	0	0	0	0	0	209	2373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_290	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_291	0	0	0	1022	0	0	0	0	0	0	0	1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_292	0	0	0	2093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_293	0	0	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	0	0	0	0	0	0	0	0
taxon_294	0	0	0	0	0	968	0	0	1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_296	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_297	0	0	0	229	0	0	0	0	0	0	0	0	0	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	0	1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_299	0	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	0	0	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_300	0	0	0	0	0	0	0	0	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265	0	0	0	0	0	0	0	0	0
taxon_301	0	0	0	0	0	0	0	0	0	0	0	647	0	1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_302	0	0	0	0	0	1262	0	0	0	0	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_303	0	0	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442	0	0	0	0	0	0	0	0	0	0
taxon_304	639	0	0	0	0	0	0	0	0	0	0	0	1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_305	0	0	1709	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_306	622	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_307	0	0	0	0	1817	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_308	0	0	0	1088	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_309	0	0	245	0	0	0	0	0	0	0	1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_310	0	0	0	0	0	891	0	0	0	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_312	0	0	1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0
taxon_313	0	0	0	0	1632	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_314	0	0	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0
taxon_315	0	0	0	0	0	0	1397	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_316	1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_317	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_318	0	0	0	0	0	0	693	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_319	0	251	0	0	0	1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	0	0	0	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_322	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_323	0	0	0	0	1122	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_324	0	0	0	0	0	0	0	0	0	0	0	1135	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_325	0	0	0	0	0	0	0	0	0	0	0	0	1191	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_326	0	0	0	0	154	1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_328	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_329	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_330	0	0	0	0	0	0	0	639	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_331	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_332	0	0	0	0	1293	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_333	0	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_334	0	0	830	0	0	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_335	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_336	0	0	0	0	0	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
taxon_337	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0
taxon_338	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxon_339	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	0	0	0	0	0	0	0
